,tmax,tmin,rain,tmax_tomorrow
1971-08-30,75.0,61.0,0.0,73.0
1971-08-31,73.0,59.0,0.0,73.0
1971-09-01,73.0,59.0,0.0,72.0
1971-09-02,72.0,61.0,0.0,79.0
1971-09-03,79.0,57.0,0.0,84.0
1971-09-04,84.0,59.0,0.0,73.0
1971-09-05,73.0,59.0,0.0,69.0
1971-09-06,69.0,58.0,0.0,80.0
1971-09-07,80.0,55.0,0.0,83.0
1971-09-08,83.0,58.0,0.0,76.0
1971-09-09,76.0,57.0,0.0,73.0
1971-09-10,73.0,56.0,0.0,76.0
1971-09-11,76.0,59.0,0.0,91.0
1971-09-12,91.0,58.0,0.0,93.0
1971-09-13,93.0,63.0,0.0,96.0
1971-09-14,96.0,67.0,0.0,91.0
1971-09-15,91.0,66.0,0.0,72.0
1971-09-16,72.0,60.0,0.0,70.0
1971-09-17,70.0,60.0,0.0,74.0
1971-09-18,74.0,58.0,0.0,77.0
1971-09-19,77.0,53.0,0.0,66.0
1971-09-20,66.0,54.0,0.0,70.0
1971-09-21,70.0,60.0,0.0,70.0
1971-09-22,70.0,59.0,0.0,67.0
1971-09-23,67.0,57.0,0.0,69.0
1971-09-24,69.0,60.0,0.0,68.0
1971-09-25,68.0,59.0,0.0,66.0
1971-09-26,66.0,58.0,0.07,67.0
1971-09-27,67.0,52.0,0.0,66.0
1971-09-28,66.0,53.0,0.0,66.0
1971-09-29,66.0,56.0,0.05,64.0
1971-09-30,64.0,51.0,0.0,69.0
1971-10-01,69.0,48.0,0.0,71.0
1971-10-02,71.0,50.0,0.0,73.0
1971-10-03,73.0,50.0,0.0,76.0
1971-10-04,76.0,52.0,0.0,80.0
1971-10-05,80.0,54.0,0.0,67.0
1971-10-06,67.0,54.0,0.0,74.0
1971-10-07,74.0,55.0,0.0,69.0
1971-10-08,69.0,54.0,0.0,64.0
1971-10-09,64.0,54.0,0.0,61.0
1971-10-10,61.0,54.0,0.0,69.0
1971-10-11,69.0,52.0,0.0,84.0
1971-10-12,84.0,51.0,0.0,75.0
1971-10-13,75.0,53.0,0.0,65.0
1971-10-14,65.0,54.0,0.0,60.0
1971-10-15,60.0,50.0,0.0,61.0
1971-10-16,61.0,50.0,0.0,62.0
1971-10-17,62.0,46.0,0.0,63.0
1971-10-18,63.0,46.0,0.0,67.0
1971-10-19,67.0,48.0,0.0,61.0
1971-10-20,61.0,51.0,0.0,68.0
1971-10-21,68.0,46.0,0.0,63.0
1971-10-22,63.0,47.0,0.0,61.0
1971-10-23,61.0,50.0,0.04,61.0
1971-10-24,61.0,46.0,0.0,64.0
1971-10-25,64.0,46.0,0.0,60.0
1971-10-26,60.0,45.0,0.0,60.0
1971-10-27,60.0,46.0,0.0,60.0
1971-10-28,60.0,45.0,0.0,57.0
1971-10-29,57.0,43.0,0.0,58.0
1971-10-30,58.0,42.0,0.02,61.0
1971-10-31,61.0,44.0,0.01,63.0
1971-11-01,63.0,42.0,0.0,63.0
1971-11-02,63.0,41.0,0.0,64.0
1971-11-03,64.0,42.0,0.0,69.0
1971-11-04,69.0,42.0,0.0,67.0
1971-11-05,67.0,42.0,0.0,66.0
1971-11-06,66.0,40.0,0.0,56.0
1971-11-07,56.0,44.0,0.0,56.0
1971-11-08,56.0,49.0,0.0,64.0
1971-11-09,64.0,50.0,0.0,61.0
1971-11-10,61.0,45.0,0.0,61.0
1971-11-11,61.0,55.0,0.14,60.0
1971-11-12,60.0,52.0,0.05,56.0
1971-11-13,56.0,47.0,0.63,57.0
1971-11-14,57.0,44.0,0.0,65.0
1971-11-15,65.0,44.0,0.0,66.0
1971-11-16,66.0,45.0,0.0,62.0
1971-11-17,62.0,39.0,0.0,71.0
1971-11-18,71.0,47.0,0.0,61.0
1971-11-19,61.0,46.0,0.0,61.0
1971-11-20,61.0,42.0,0.0,57.0
1971-11-21,57.0,42.0,0.0,54.0
1971-11-22,54.0,47.0,0.0,54.0
1971-11-23,54.0,48.0,0.0,57.0
1971-11-24,57.0,45.0,0.0,55.0
1971-11-25,55.0,43.0,0.0,56.0
1971-11-26,56.0,47.0,0.16,55.0
1971-11-27,55.0,50.0,0.0,57.0
1971-11-28,57.0,53.0,0.67,57.0
1971-11-29,57.0,49.0,0.01,57.0
1971-11-30,57.0,44.0,0.0,58.0
1971-12-01,58.0,44.0,0.0,54.0
1971-12-02,54.0,48.0,0.62,49.0
1971-12-03,49.0,41.0,0.19,55.0
1971-12-04,55.0,40.0,0.0,55.0
1971-12-05,55.0,40.0,0.0,57.0
1971-12-06,57.0,48.0,0.0,55.0
1971-12-07,55.0,43.0,0.0,55.0
1971-12-08,55.0,39.0,0.0,56.0
1971-12-09,56.0,40.0,0.1,52.0
1971-12-10,52.0,39.0,0.11,49.0
1971-12-11,49.0,38.0,0.0,51.0
1971-12-12,51.0,45.0,0.41,51.0
1971-12-13,51.0,38.0,0.0,50.0
1971-12-14,50.0,37.0,0.03,48.0
1971-12-15,48.0,35.0,0.0,54.0
1971-12-16,54.0,35.0,0.0,50.0
1971-12-17,50.0,40.0,0.0,52.0
1971-12-18,52.0,37.0,0.0,53.0
1971-12-19,53.0,36.0,0.0,47.0
1971-12-20,47.0,39.0,0.0,53.0
1971-12-21,53.0,38.0,0.4,54.0
1971-12-22,54.0,49.0,0.2,56.0
1971-12-23,56.0,46.0,0.01,55.0
1971-12-24,55.0,48.0,0.65,53.0
1971-12-25,53.0,45.0,0.6,50.0
1971-12-26,50.0,43.0,0.02,47.0
1971-12-27,47.0,40.0,0.1,48.0
1971-12-28,48.0,39.0,0.0,50.0
1971-12-29,50.0,43.0,0.06,50.0
1971-12-30,50.0,39.0,0.0,55.0
1971-12-31,55.0,39.0,0.0,60.0
1972-01-01,60.0,42.0,0.0,54.0
1972-01-02,54.0,41.0,0.0,55.0
1972-01-03,55.0,40.0,0.0,50.0
1972-01-04,50.0,37.0,0.0,51.0
1972-01-05,51.0,37.0,0.0,50.0
1972-01-06,50.0,35.0,0.0,49.0
1972-01-07,49.0,36.0,0.0,51.0
1972-01-08,51.0,42.0,0.0,53.0
1972-01-09,53.0,34.0,0.0,52.0
1972-01-10,52.0,35.0,0.0,46.0
1972-01-11,46.0,35.0,0.0,51.0
1972-01-12,51.0,36.0,0.0,51.0
1972-01-13,51.0,40.0,0.0,62.0
1972-01-14,62.0,39.0,0.0,61.0
1972-01-15,61.0,45.0,0.0,53.0
1972-01-16,53.0,37.0,0.0,50.0
1972-01-17,50.0,37.0,0.0,49.0
1972-01-18,49.0,44.0,0.0,52.0
1972-01-19,52.0,48.0,0.0,55.0
1972-01-20,55.0,48.0,0.0,55.0
1972-01-21,55.0,50.0,0.07,55.0
1972-01-22,55.0,51.0,0.22,54.0
1972-01-23,54.0,43.0,0.11,51.0
1972-01-24,51.0,37.0,0.0,51.0
1972-01-25,51.0,45.0,0.25,48.0
1972-01-26,48.0,37.0,0.03,49.0
1972-01-27,49.0,42.0,0.36,51.0
1972-01-28,51.0,43.0,0.0,54.0
1972-01-29,54.0,39.0,0.0,57.0
1972-01-30,57.0,38.0,0.0,50.0
1972-01-31,50.0,34.0,0.0,52.0
1972-02-01,52.0,40.0,0.0,52.0
1972-02-02,52.0,38.0,0.0,53.0
1972-02-03,53.0,43.0,0.05,53.0
1972-02-04,53.0,45.0,0.35,51.0
1972-02-05,51.0,48.0,0.5,54.0
1972-02-06,54.0,45.0,0.01,58.0
1972-02-07,58.0,43.0,0.0,58.0
1972-02-08,58.0,48.0,0.02,60.0
1972-02-09,60.0,52.0,0.01,65.0
1972-02-10,65.0,46.0,0.0,60.0
1972-02-11,60.0,44.0,0.0,62.0
1972-02-12,62.0,45.0,0.0,59.0
1972-02-13,59.0,47.0,0.0,59.0
1972-02-14,59.0,44.0,0.0,58.0
1972-02-15,58.0,47.0,0.0,60.0
1972-02-16,60.0,47.0,0.0,71.0
1972-02-17,71.0,43.0,0.0,61.0
1972-02-18,61.0,50.0,0.0,60.0
1972-02-19,60.0,49.0,0.0,59.0
1972-02-20,59.0,51.0,0.0,60.0
1972-02-21,60.0,46.0,0.18,59.0
1972-02-22,59.0,52.0,0.05,60.0
1972-02-23,60.0,52.0,0.07,58.0
1972-02-24,58.0,54.0,0.0,59.0
1972-02-25,59.0,51.0,0.0,63.0
1972-02-26,63.0,48.0,0.0,62.0
1972-02-27,62.0,50.0,0.0,61.0
1972-02-28,61.0,54.0,0.07,59.0
1972-02-29,59.0,46.0,0.0,59.0
1972-03-01,59.0,43.0,0.0,58.0
1972-03-02,58.0,53.0,0.04,59.0
1972-03-03,59.0,52.0,0.03,62.0
1972-03-04,62.0,52.0,0.0,69.0
1972-03-05,69.0,48.0,0.0,68.0
1972-03-06,68.0,48.0,0.0,68.0
1972-03-07,68.0,52.0,0.0,60.0
1972-03-08,60.0,54.0,0.0,64.0
1972-03-09,64.0,54.0,0.01,66.0
1972-03-10,66.0,55.0,0.01,64.0
1972-03-11,64.0,56.0,0.0,62.0
1972-03-12,62.0,55.0,0.0,63.0
1972-03-13,63.0,53.0,0.0,66.0
1972-03-14,66.0,50.0,0.0,82.0
1972-03-15,82.0,51.0,0.0,76.0
1972-03-16,76.0,55.0,0.0,64.0
1972-03-17,64.0,51.0,0.0,65.0
1972-03-18,65.0,52.0,0.0,64.0
1972-03-19,64.0,50.0,0.0,58.0
1972-03-20,58.0,51.0,0.0,62.0
1972-03-21,62.0,51.0,0.0,58.0
1972-03-22,58.0,52.0,0.12,60.0
1972-03-23,60.0,45.0,0.0,62.0
1972-03-24,62.0,47.0,0.04,59.0
1972-03-25,59.0,48.0,0.0,58.0
1972-03-26,58.0,42.0,0.0,60.0
1972-03-27,60.0,42.0,0.0,56.0
1972-03-28,56.0,50.0,0.0,61.0
1972-03-29,61.0,43.0,0.0,63.0
1972-03-30,63.0,46.0,0.0,62.0
1972-03-31,62.0,48.0,0.0,62.0
1972-04-01,62.0,53.0,0.0,64.0
1972-04-02,64.0,53.0,0.0,64.0
1972-04-03,64.0,52.0,0.0,67.0
1972-04-04,67.0,54.0,0.0,65.0
1972-04-05,65.0,57.0,0.25,62.0
1972-04-06,62.0,50.0,0.09,63.0
1972-04-07,63.0,47.0,0.0,62.0
1972-04-08,62.0,49.0,0.0,59.0
1972-04-09,59.0,46.0,0.0,61.0
1972-04-10,61.0,51.0,0.0,58.0
1972-04-11,58.0,52.0,0.29,58.0
1972-04-12,58.0,47.0,0.12,59.0
1972-04-13,59.0,43.0,0.0,66.0
1972-04-14,66.0,46.0,0.0,70.0
1972-04-15,70.0,47.0,0.0,61.0
1972-04-16,61.0,51.0,0.0,61.0
1972-04-17,61.0,45.0,0.0,68.0
1972-04-18,68.0,45.0,0.0,68.0
1972-04-19,68.0,48.0,0.0,60.0
1972-04-20,60.0,47.0,0.0,63.0
1972-04-21,63.0,51.0,0.0,67.0
1972-04-22,67.0,48.0,0.0,62.0
1972-04-23,62.0,47.0,0.0,61.0
1972-04-24,61.0,51.0,0.21,64.0
1972-04-25,64.0,47.0,0.0,74.0
1972-04-26,74.0,49.0,0.0,74.0
1972-04-27,74.0,53.0,0.0,62.0
1972-04-28,62.0,49.0,0.0,66.0
1972-04-29,66.0,46.0,0.0,71.0
1972-04-30,71.0,47.0,0.0,75.0
1972-05-01,75.0,50.0,0.0,76.0
1972-05-02,76.0,53.0,0.0,63.0
1972-05-03,63.0,52.0,0.0,62.0
1972-05-04,62.0,52.0,0.0,54.0
1972-05-05,54.0,51.0,0.01,56.0
1972-05-06,56.0,50.0,0.0,60.0
1972-05-07,60.0,52.0,0.0,62.0
1972-05-08,62.0,53.0,0.04,63.0
1972-05-09,63.0,49.0,0.0,68.0
1972-05-10,68.0,51.0,0.0,77.0
1972-05-11,77.0,52.0,0.0,83.0
1972-05-12,83.0,55.0,0.0,88.0
1972-05-13,88.0,55.0,0.0,72.0
1972-05-14,72.0,55.0,0.0,68.0
1972-05-15,68.0,53.0,0.0,66.0
1972-05-16,66.0,54.0,0.0,64.0
1972-05-17,64.0,54.0,0.0,62.0
1972-05-18,62.0,52.0,0.0,63.0
1972-05-19,63.0,52.0,0.0,64.0
1972-05-20,64.0,55.0,0.0,67.0
1972-05-21,67.0,57.0,0.0,67.0
1972-05-22,67.0,53.0,0.0,60.0
1972-05-23,60.0,52.0,0.0,63.0
1972-05-24,63.0,53.0,0.0,65.0
1972-05-25,65.0,53.0,0.0,61.0
1972-05-26,61.0,52.0,0.0,61.0
1972-05-27,61.0,52.0,0.0,66.0
1972-05-28,66.0,53.0,0.0,68.0
1972-05-29,68.0,53.0,0.0,63.0
1972-05-30,63.0,54.0,0.0,62.0
1972-05-31,62.0,54.0,0.0,71.0
1972-06-01,71.0,53.0,0.0,62.0
1972-06-02,62.0,53.0,0.0,63.0
1972-06-03,63.0,53.0,0.0,69.0
1972-06-04,69.0,53.0,0.0,88.0
1972-06-05,88.0,55.0,0.0,66.0
1972-06-06,66.0,56.0,0.0,66.0
1972-06-07,66.0,55.0,0.0,64.0
1972-06-08,64.0,54.0,0.0,60.0
1972-06-09,60.0,55.0,0.25,65.0
1972-06-10,65.0,52.0,0.0,70.0
1972-06-11,70.0,50.0,0.0,75.0
1972-06-12,75.0,57.0,0.0,70.0
1972-06-13,70.0,56.0,0.0,67.0
1972-06-14,67.0,56.0,0.0,66.0
1972-06-15,66.0,54.0,0.0,65.0
1972-06-16,65.0,54.0,0.0,72.0
1972-06-17,72.0,56.0,0.0,72.0
1972-06-18,72.0,55.0,0.0,68.0
1972-06-19,68.0,57.0,0.0,67.0
1972-06-20,67.0,57.0,0.0,66.0
1972-06-21,66.0,56.0,0.0,64.0
1972-06-22,64.0,56.0,0.0,64.0
1972-06-23,64.0,56.0,0.0,70.0
1972-06-24,70.0,56.0,0.0,69.0
1972-06-25,69.0,56.0,0.0,68.0
1972-06-26,68.0,55.0,0.0,69.0
1972-06-27,69.0,55.0,0.0,68.0
1972-06-28,68.0,55.0,0.0,73.0
1972-06-29,73.0,56.0,0.0,85.0
1972-06-30,85.0,59.0,0.0,75.0
1972-07-01,75.0,57.0,0.0,72.0
1972-07-02,72.0,60.0,0.0,68.0
1972-07-03,68.0,60.0,0.0,69.0
1972-07-04,69.0,59.0,0.0,68.0
1972-07-05,68.0,58.0,0.0,63.0
1972-07-06,63.0,57.0,0.0,65.0
1972-07-07,65.0,57.0,0.0,70.0
1972-07-08,70.0,55.0,0.0,68.0
1972-07-09,68.0,57.0,0.0,67.0
1972-07-10,67.0,57.0,0.0,79.0
1972-07-11,79.0,57.0,0.0,83.0
1972-07-12,83.0,60.0,0.0,94.0
1972-07-13,94.0,63.0,0.0,99.0
1972-07-14,99.0,65.0,0.0,76.0
1972-07-15,76.0,61.0,0.0,74.0
1972-07-16,74.0,61.0,0.0,70.0
1972-07-17,70.0,62.0,0.0,68.0
1972-07-18,68.0,61.0,0.0,64.0
1972-07-19,64.0,59.0,0.0,64.0
1972-07-20,64.0,60.0,0.0,68.0
1972-07-21,68.0,61.0,0.0,66.0
1972-07-22,66.0,60.0,0.0,66.0
1972-07-23,66.0,60.0,0.0,67.0
1972-07-24,67.0,59.0,0.0,66.0
1972-07-25,66.0,58.0,0.0,68.0
1972-07-26,68.0,58.0,0.0,75.0
1972-07-27,75.0,55.0,0.0,69.0
1972-07-28,69.0,57.0,0.0,67.0
1972-07-29,67.0,57.0,0.0,67.0
1972-07-30,67.0,59.0,0.0,66.0
1972-07-31,66.0,58.0,0.0,68.0
1972-08-01,68.0,58.0,0.0,65.0
1972-08-02,65.0,58.0,0.0,64.0
1972-08-03,64.0,57.0,0.0,67.0
1972-08-04,67.0,56.0,0.0,77.0
1972-08-05,77.0,55.0,0.0,74.0
1972-08-06,74.0,58.0,0.0,68.0
1972-08-07,68.0,60.0,0.0,68.0
1972-08-08,68.0,61.0,0.0,67.0
1972-08-09,67.0,60.0,0.0,69.0
1972-08-10,69.0,59.0,0.0,69.0
1972-08-11,69.0,58.0,0.0,71.0
1972-08-12,71.0,60.0,0.0,69.0
1972-08-13,69.0,59.0,0.0,68.0
1972-08-14,68.0,60.0,0.0,68.0
1972-08-15,68.0,60.0,0.0,75.0
1972-08-16,75.0,60.0,0.0,76.0
1972-08-17,76.0,60.0,0.0,67.0
1972-08-18,67.0,60.0,0.0,73.0
1972-08-19,73.0,62.0,0.0,76.0
1972-08-20,76.0,63.0,0.0,76.0
1972-08-21,76.0,63.0,0.0,75.0
1972-08-22,75.0,61.0,0.0,69.0
1972-08-23,69.0,60.0,0.0,73.0
1972-08-24,73.0,59.0,0.0,76.0
1972-08-25,76.0,60.0,0.0,72.0
1972-08-26,72.0,60.0,0.0,71.0
1972-08-27,71.0,60.0,0.0,72.0
1972-08-28,72.0,61.0,0.0,76.0
1972-08-29,76.0,60.0,0.0,74.0
1972-08-30,74.0,58.0,0.0,71.0
1972-08-31,71.0,58.0,0.0,70.0
1972-09-01,70.0,58.0,0.0,73.0
1972-09-02,73.0,60.0,0.0,71.0
1972-09-03,71.0,61.0,0.0,73.0
1972-09-04,73.0,59.0,0.0,72.0
1972-09-05,72.0,58.0,0.0,71.0
1972-09-06,71.0,58.0,0.0,74.0
1972-09-07,74.0,56.0,0.0,70.0
1972-09-08,70.0,60.0,0.0,70.0
1972-09-09,70.0,60.0,0.0,70.0
1972-09-10,70.0,59.0,0.0,67.0
1972-09-11,67.0,58.0,0.0,72.0
1972-09-12,72.0,58.0,0.0,69.0
1972-09-13,69.0,55.0,0.0,67.0
1972-09-14,67.0,57.0,0.0,66.0
1972-09-15,66.0,56.0,0.0,66.0
1972-09-16,66.0,58.0,0.0,68.0
1972-09-17,68.0,58.0,0.0,70.0
1972-09-18,70.0,58.0,0.0,69.0
1972-09-19,69.0,54.0,0.0,75.0
1972-09-20,75.0,53.0,0.0,75.0
1972-09-21,75.0,53.0,0.0,69.0
1972-09-22,69.0,57.0,0.0,72.0
1972-09-23,72.0,51.0,0.0,70.0
1972-09-24,70.0,54.0,0.0,67.0
1972-09-25,67.0,54.0,0.15,70.0
1972-09-26,70.0,63.0,0.57,69.0
1972-09-27,69.0,59.0,0.05,73.0
1972-09-28,73.0,58.0,0.0,81.0
1972-09-29,81.0,58.0,0.0,68.0
1972-09-30,68.0,59.0,0.0,61.0
1972-10-01,61.0,58.0,0.0,69.0
1972-10-02,69.0,58.0,0.01,69.0
1972-10-03,69.0,59.0,0.0,69.0
1972-10-04,69.0,60.0,0.0,77.0
1972-10-05,77.0,57.0,0.0,89.0
1972-10-06,89.0,59.0,0.0,77.0
1972-10-07,77.0,59.0,0.0,73.0
1972-10-08,73.0,62.0,0.0,67.0
1972-10-09,67.0,59.0,0.85,69.0
1972-10-10,69.0,59.0,0.0,67.0
1972-10-11,67.0,59.0,1.4,64.0
1972-10-12,64.0,60.0,0.1,69.0
1972-10-13,69.0,58.0,0.03,66.0
1972-10-14,66.0,58.0,0.53,67.0
1972-10-15,67.0,58.0,0.21,62.0
1972-10-16,62.0,58.0,0.67,68.0
1972-10-17,68.0,58.0,0.09,67.0
1972-10-18,67.0,57.0,0.0,61.0
1972-10-19,61.0,58.0,0.0,65.0
1972-10-20,65.0,58.0,0.0,64.0
1972-10-21,64.0,57.0,0.0,62.0
1972-10-22,62.0,58.0,0.0,68.0
1972-10-23,68.0,58.0,0.0,78.0
1972-10-24,78.0,54.0,0.0,68.0
1972-10-25,68.0,57.0,0.0,63.0
1972-10-26,63.0,54.0,0.0,65.0
1972-10-27,65.0,50.0,0.0,63.0
1972-10-28,63.0,53.0,0.0,61.0
1972-10-29,61.0,48.0,0.0,64.0
1972-10-30,64.0,50.0,0.0,62.0
1972-10-31,62.0,45.0,0.0,61.0
1972-11-01,61.0,53.0,0.0,67.0
1972-11-02,67.0,56.0,0.0,63.0
1972-11-03,63.0,58.0,1.0,63.0
1972-11-04,63.0,57.0,0.1,61.0
1972-11-05,61.0,50.0,0.0,60.0
1972-11-06,60.0,47.0,0.0,59.0
1972-11-07,59.0,50.0,0.21,60.0
1972-11-08,60.0,45.0,0.0,59.0
1972-11-09,59.0,49.0,0.18,61.0
1972-11-10,61.0,52.0,0.91,59.0
1972-11-11,59.0,49.0,0.02,60.0
1972-11-12,60.0,47.0,0.0,56.0
1972-11-13,56.0,53.0,0.99,56.0
1972-11-14,56.0,53.0,0.2,57.0
1972-11-15,57.0,53.0,1.08,56.0
1972-11-16,56.0,50.0,0.18,59.0
1972-11-17,59.0,50.0,0.0,56.0
1972-11-18,56.0,51.0,0.04,56.0
1972-11-19,56.0,49.0,0.32,56.0
1972-11-20,56.0,45.0,0.0,56.0
1972-11-21,56.0,48.0,0.0,60.0
1972-11-22,60.0,45.0,0.01,56.0
1972-11-23,56.0,46.0,0.0,56.0
1972-11-24,56.0,47.0,0.0,58.0
1972-11-25,58.0,44.0,0.0,56.0
1972-11-26,56.0,44.0,0.0,60.0
1972-11-27,60.0,44.0,0.0,60.0
1972-11-28,60.0,44.0,0.0,59.0
1972-11-29,59.0,47.0,0.0,55.0
1972-11-30,55.0,44.0,0.0,51.0
1972-12-01,51.0,41.0,0.0,51.0
1972-12-02,51.0,41.0,0.0,53.0
1972-12-03,53.0,49.0,0.14,50.0
1972-12-04,50.0,40.0,0.03,47.0
1972-12-05,47.0,35.0,0.01,50.0
1972-12-06,50.0,39.0,0.4,47.0
1972-12-07,47.0,38.0,0.19,39.0
1972-12-08,39.0,27.0,0.0,38.0
1972-12-09,38.0,26.0,0.0,40.0
1972-12-10,40.0,27.0,0.0,43.0
1972-12-11,43.0,26.0,0.0,43.0
1972-12-12,43.0,32.0,0.01,43.0
1972-12-13,43.0,30.0,0.0,41.0
1972-12-14,41.0,31.0,0.0,41.0
1972-12-15,41.0,33.0,0.0,44.0
1972-12-16,44.0,37.0,0.29,53.0
1972-12-17,53.0,43.0,0.66,57.0
1972-12-18,57.0,46.0,0.5,59.0
1972-12-19,59.0,49.0,0.06,57.0
1972-12-20,57.0,49.0,0.0,55.0
1972-12-21,55.0,48.0,0.0,55.0
1972-12-22,55.0,47.0,0.05,52.0
1972-12-23,52.0,47.0,0.04,61.0
1972-12-24,61.0,47.0,0.0,61.0
1972-12-25,61.0,45.0,0.0,54.0
1972-12-26,54.0,43.0,0.0,52.0
1972-12-27,52.0,45.0,0.13,54.0
1972-12-28,54.0,42.0,0.0,53.0
1972-12-29,53.0,38.0,0.0,53.0
1972-12-30,53.0,37.0,0.0,61.0
1972-12-31,61.0,39.0,0.0,59.0
1973-01-01,59.0,39.0,0.0,52.0
1973-01-02,52.0,37.0,0.0,49.0
1973-01-03,49.0,38.0,0.0,51.0
1973-01-04,51.0,36.0,0.0,47.0
1973-01-05,47.0,35.0,0.0,46.0
1973-01-06,46.0,34.0,0.0,45.0
1973-01-07,45.0,32.0,0.0,48.0
1973-01-08,48.0,40.0,1.12,50.0
1973-01-09,50.0,46.0,0.64,53.0
1973-01-10,53.0,47.0,0.02,55.0
1973-01-11,55.0,50.0,0.88,59.0
1973-01-12,59.0,51.0,0.23,53.0
1973-01-13,53.0,50.0,0.0,59.0
1973-01-14,59.0,50.0,0.0,55.0
1973-01-15,55.0,49.0,0.02,55.0
1973-01-16,55.0,50.0,1.62,53.0
1973-01-17,53.0,48.0,0.81,53.0
1973-01-18,53.0,47.0,0.95,50.0
1973-01-19,50.0,43.0,0.0,50.0
1973-01-20,50.0,38.0,0.05,48.0
1973-01-21,48.0,43.0,0.18,56.0
1973-01-22,56.0,40.0,0.0,52.0
1973-01-23,52.0,35.0,0.0,50.0
1973-01-24,50.0,40.0,0.21,50.0
1973-01-25,50.0,44.0,0.15,48.0
1973-01-26,48.0,35.0,0.0,50.0
1973-01-27,50.0,38.0,0.0,53.0
1973-01-28,53.0,40.0,0.0,55.0
1973-01-29,55.0,42.0,0.34,54.0
1973-01-30,54.0,44.0,0.09,56.0
1973-01-31,56.0,46.0,0.06,57.0
1973-02-01,57.0,43.0,0.0,56.0
1973-02-02,56.0,48.0,0.0,54.0
1973-02-03,54.0,49.0,0.24,58.0
1973-02-04,58.0,48.0,0.08,60.0
1973-02-05,60.0,47.0,0.16,55.0
1973-02-06,55.0,51.0,1.18,58.0
1973-02-07,58.0,51.0,0.0,58.0
1973-02-08,58.0,51.0,0.0,58.0
1973-02-09,58.0,50.0,0.8,56.0
1973-02-10,56.0,50.0,0.27,55.0
1973-02-11,55.0,48.0,0.15,53.0
1973-02-12,53.0,48.0,0.53,58.0
1973-02-13,58.0,49.0,0.06,55.0
1973-02-14,55.0,49.0,0.47,57.0
1973-02-15,57.0,44.0,0.0,57.0
1973-02-16,57.0,46.0,0.0,60.0
1973-02-17,60.0,45.0,0.0,59.0
1973-02-18,59.0,46.0,0.0,62.0
1973-02-19,62.0,42.0,0.0,63.0
1973-02-20,63.0,46.0,0.0,65.0
1973-02-21,65.0,48.0,0.0,60.0
1973-02-22,60.0,47.0,0.0,62.0
1973-02-23,62.0,46.0,0.0,61.0
1973-02-24,61.0,53.0,0.14,62.0
1973-02-25,62.0,52.0,0.0,58.0
1973-02-26,58.0,53.0,0.74,58.0
1973-02-27,58.0,53.0,1.12,60.0
1973-02-28,60.0,50.0,0.0,58.0
1973-03-01,58.0,47.0,0.0,58.0
1973-03-02,58.0,43.0,0.0,55.0
1973-03-03,55.0,46.0,0.43,53.0
1973-03-04,53.0,42.0,0.05,57.0
1973-03-05,57.0,40.0,0.0,57.0
1973-03-06,57.0,48.0,0.29,55.0
1973-03-07,55.0,42.0,0.26,57.0
1973-03-08,57.0,45.0,0.11,59.0
1973-03-09,59.0,49.0,0.0,57.0
1973-03-10,57.0,50.0,0.15,57.0
1973-03-11,57.0,44.0,0.0,62.0
1973-03-12,62.0,47.0,0.0,58.0
1973-03-13,58.0,48.0,0.0,64.0
1973-03-14,64.0,45.0,0.0,60.0
1973-03-15,60.0,45.0,0.0,57.0
1973-03-16,57.0,48.0,0.0,53.0
1973-03-17,53.0,45.0,0.04,56.0
1973-03-18,56.0,39.0,0.0,54.0
1973-03-19,54.0,47.0,0.57,53.0
1973-03-20,53.0,45.0,0.01,54.0
1973-03-21,54.0,45.0,0.33,57.0
1973-03-22,57.0,40.0,0.0,61.0
1973-03-23,61.0,42.0,0.0,59.0
1973-03-24,59.0,43.0,0.0,57.0
1973-03-25,57.0,51.0,0.0,57.0
1973-03-26,57.0,51.0,0.0,60.0
1973-03-27,60.0,47.0,0.0,59.0
1973-03-28,59.0,47.0,0.0,57.0
1973-03-29,57.0,42.0,0.0,54.0
1973-03-30,54.0,48.0,0.54,56.0
1973-03-31,56.0,47.0,0.0,58.0
1973-04-01,58.0,45.0,0.0,68.0
1973-04-02,68.0,45.0,0.0,74.0
1973-04-03,74.0,52.0,0.0,73.0
1973-04-04,73.0,54.0,0.0,62.0
1973-04-05,62.0,49.0,0.0,60.0
1973-04-06,60.0,50.0,0.0,70.0
1973-04-07,70.0,49.0,0.0,75.0
1973-04-08,75.0,49.0,0.0,65.0
1973-04-09,65.0,52.0,0.0,71.0
1973-04-10,71.0,56.0,0.0,63.0
1973-04-11,63.0,53.0,0.0,60.0
1973-04-12,60.0,51.0,0.0,60.0
1973-04-13,60.0,51.0,0.03,61.0
1973-04-14,61.0,48.0,0.0,59.0
1973-04-15,59.0,50.0,0.0,60.0
1973-04-16,60.0,52.0,0.01,60.0
1973-04-17,60.0,50.0,0.01,58.0
1973-04-18,58.0,44.0,0.0,62.0
1973-04-19,62.0,49.0,0.0,70.0
1973-04-20,70.0,51.0,0.0,75.0
1973-04-21,75.0,49.0,0.0,75.0
1973-04-22,75.0,49.0,0.0,65.0
1973-04-23,65.0,50.0,0.0,73.0
1973-04-24,73.0,50.0,0.0,74.0
1973-04-25,74.0,52.0,0.0,64.0
1973-04-26,64.0,49.0,0.0,61.0
1973-04-27,61.0,50.0,0.0,58.0
